Protein_Class,Protein_ID,H1_count,H1_mean,H1_median,H1_max,H1_sum,H1_std,Curv_mean,Curv_median,Curv_max,Curv_min,Curv_std,Curv_sum,Curv_n_positive,Curv_n_negative,Curv_n_zero,HG_n_nodes,HG_n_hyperedges,HG_avg_edge_size,HG_max_edge_size,HG_connectivity,HG_density,Curv_n_outliers_removed,Pers_n_outliers_removed
AOTCases,3L06_A,218.0,0.49122599275317486,0.3675306080937979,1.8856029894078903,107.08726642019212,0.4238611793918956,-22.433179723502302,-20.0,-3.0,-59.0,11.672426270945076,-4868.0,0.0,217.0,0.0,331.0,240.0,7.641666666666667,82.0,0.7250755287009063,0.004394397143641857,23,22
AOTCases,3M4N_A,218.0,0.5007111973896617,0.36588477088226234,1.9182592310487179,109.15504103094625,0.39234424608430735,-22.977064220183486,-21.0,-3.0,-55.0,11.223109620169202,-5009.0,0.0,218.0,0.0,331.0,241.0,7.846473029045643,82.0,0.7280966767371602,0.004412707131740364,23,23
AOTCases,2YFK_A,282.0,0.4974100708394637,0.35743625318916283,1.7961533245822965,140.26963997672877,0.3842014481149676,-24.369565217391305,-23.0,0.0,-60.0,11.149235423812781,-6726.0,0.0,275.0,1.0,380.0,305.0,8.029508196721311,220.0,0.8026315789473685,0.004235522844049437,29,23
AOTCases,3M5C_A,217.0,0.5015921691905011,0.37440031319800493,1.9256399489269658,108.84550071433873,0.3899984731361383,-22.35185185185185,-20.0,-3.0,-51.0,10.04509721466777,-4828.0,0.0,216.0,0.0,331.0,240.0,7.825,82.0,0.7250755287009063,0.004394397143641857,24,23
AOTCases_KnotProt_Homologs,1JS1_X,193.0,0.5384702641267441,0.3783532904575857,2.055392272089499,103.92476097646163,0.43654988943658246,-21.612565445026178,-20.0,-3.0,-55.0,10.563527552901077,-4128.0,0.0,191.0,0.0,317.0,215.0,7.767441860465116,107.0,0.6782334384858044,0.004292616699277243,24,22
AOTCases,3Q98_A,291.0,0.4882214054138103,0.3381639587323919,1.8156206658895524,142.0724289754188,0.41357977898437825,-25.066433566433567,-23.0,-2.0,-56.0,10.42719309363839,-7169.0,0.0,286.0,0.0,377.0,312.0,8.073717948717949,238.0,0.8275862068965517,0.004402054292002935,26,21
AOTCases,3M5D_A,215.0,0.5239893071797196,0.3620947719498435,1.990233076099721,112.6577010436397,0.40657955961057424,-22.53917050691244,-21.0,-4.0,-55.0,10.632945291838114,-4891.0,0.0,217.0,0.0,331.0,237.0,7.755274261603375,144.0,0.716012084592145,0.004339467179346333,20,22
AOTCases,3M4J_A,218.0,0.49953636859186223,0.3743924935609275,1.9194014452637287,108.89892835302597,0.39083930869979605,-24.03669724770642,-21.0,-2.0,-63.0,12.012552002201229,-5240.0,0.0,218.0,0.0,331.0,241.0,8.141078838174273,144.0,0.7280966767371602,0.004412707131740364,23,23
AOTCases,3L02_A,223.0,0.48778901030765714,0.36573742069516957,1.8338628824617187,108.77694929860755,0.39538012863476446,-22.39090909090909,-21.0,-3.0,-58.0,10.883762262735049,-4926.0,0.0,220.0,0.0,331.0,246.0,7.605691056910569,82.0,0.743202416918429,0.004504257072232903,26,23
AOTCases_KnotProt_Homologs,2YFK_A,282.0,0.4974100708394637,0.35743625318916283,1.7961533245822965,140.26963997672877,0.3842014481149676,-24.369565217391305,-23.0,0.0,-60.0,11.149235423812781,-6726.0,0.0,275.0,1.0,380.0,305.0,8.029508196721311,220.0,0.8026315789473685,0.004235522844049437,29,23
AOTCases_KnotProt_Homologs,2G7M_C,198.0,0.5584944500522024,0.38552021895476685,2.1203284462535175,110.58190111033608,0.4571278937216572,-21.852040816326532,-20.0,-3.0,-60.0,11.104951364803926,-4283.0,0.0,196.0,0.0,320.0,218.0,8.087155963302752,162.0,0.68125,0.004271159874608151,22,20
AOTCases_KnotProt_Homologs,3KZK_A,214.0,0.5061015934793258,0.3761643340937919,1.8961845132058457,108.30574100457574,0.39520637091129607,-20.766355140186917,-19.0,-3.0,-50.0,9.29885877758471,-4444.0,0.0,214.0,0.0,331.0,237.0,7.481012658227848,82.0,0.716012084592145,0.004339467179346333,23,23
AOTCases_KnotProt_Homologs,2FG7_C,201.0,0.5475963808634717,0.3941420974065366,2.1559241583411355,110.06687255355783,0.4619656486262672,-23.653465346534652,-19.0,-3.0,-69.0,14.218893889361365,-4778.0,0.0,202.0,0.0,320.0,221.0,7.963800904977376,89.0,0.690625,0.004329937304075235,19,20
AOTCases_KnotProt_Homologs,3KZC_A,206.0,0.5378034752452904,0.3975388529062207,1.9532106336569983,110.78751590052983,0.40110988400655084,-20.774509803921568,-19.0,3.0,-54.0,10.173887049740834,-4238.0,1.0,203.0,0.0,326.0,227.0,7.361233480176211,71.0,0.696319018404908,0.004285040113260972,23,21
AOTCases_KnotProt_Homologs,3KZM_A,218.0,0.4969998540583808,0.35547125668874324,1.9064981330480792,108.34596818472701,0.3965424964896248,-22.616438356164384,-20.0,-3.0,-60.0,10.886248881591559,-4953.0,0.0,219.0,0.0,330.0,241.0,7.6970954356846475,82.0,0.7303030303030303,0.004439532099106567,22,23
AOTCases_KnotProt_Homologs,2FG6_C,203.0,0.5342121178957424,0.3608543624174585,2.190235304965676,108.4450599328357,0.4720468730206945,-22.123152709359605,-19.0,-3.0,-62.0,12.234152548607165,-4491.0,0.0,203.0,0.0,321.0,224.0,7.638392857142857,87.0,0.6978193146417445,0.004361370716510903,21,21
AOTCases_KnotProt_Homologs,3L05_A,209.0,0.5124825711922976,0.3587965793839576,1.819399700877148,107.1088573791902,0.405200979231662,-23.180094786729857,-20.0,-3.0,-64.0,12.80091014205432,-4891.0,0.0,211.0,0.0,331.0,232.0,7.931034482758621,77.0,0.7009063444108762,0.004247917238853795,21,23
AOTCases_KnotProt_Homologs,3KZO_A,220.0,0.49175440575219914,0.34591050123331435,1.9454833482239877,108.1859692654838,0.39735487917999035,-21.95852534562212,-20.0,-2.0,-61.0,10.556983127592373,-4765.0,0.0,217.0,0.0,331.0,243.0,7.6460905349794235,82.0,0.7341389728096677,0.00444932710793738,26,23
AOTCases_KnotProt_Homologs,3L02_A,223.0,0.48778901030765714,0.36573742069516957,1.8338628824617187,108.77694929860755,0.39538012863476446,-22.39090909090909,-21.0,-3.0,-58.0,10.883762262735049,-4926.0,0.0,220.0,0.0,331.0,246.0,7.605691056910569,82.0,0.743202416918429,0.004504257072232903,26,23
AOTCases_KnotProt_Homologs,3L04_A,217.0,0.49640982064039707,0.34930603675242455,1.8966981424556275,107.72093107896616,0.3994027698624625,-21.313084112149532,-19.0,-4.0,-56.0,10.679271424203227,-4561.0,0.0,214.0,0.0,331.0,240.0,7.4875,82.0,0.7250755287009063,0.004394397143641857,26,23
AOTCases_KnotProt_Homologs,3M4J_A,218.0,0.49953636859186223,0.3743924935609275,1.9194014452637287,108.89892835302597,0.39083930869979605,-24.03669724770642,-21.0,-2.0,-63.0,12.012552002201229,-5240.0,0.0,218.0,0.0,331.0,241.0,8.141078838174273,144.0,0.7280966767371602,0.004412707131740364,23,23
AOTCases_KnotProt_Homologs,3M4N_A,218.0,0.5007111973896617,0.36588477088226234,1.9182592310487179,109.15504103094625,0.39234424608430735,-22.977064220183486,-21.0,-3.0,-55.0,11.223109620169202,-5009.0,0.0,218.0,0.0,331.0,241.0,7.846473029045643,82.0,0.7280966767371602,0.004412707131740364,23,23
AOTCases_KnotProt_Homologs,3KZN_A,214.0,0.49933949457426546,0.3633604783968676,1.750225445008188,106.85865183889281,0.3908362146855238,-21.77777777777778,-20.0,-2.0,-57.0,10.33900680570407,-4704.0,0.0,216.0,0.0,331.0,237.0,7.4978902953586495,73.0,0.716012084592145,0.004339467179346333,21,23
AOTCases_KnotProt_Homologs,3L06_A,218.0,0.49122599275317486,0.3675306080937979,1.8856029894078903,107.08726642019212,0.4238611793918956,-22.433179723502302,-20.0,-3.0,-59.0,11.672426270945076,-4868.0,0.0,217.0,0.0,331.0,240.0,7.641666666666667,82.0,0.7250755287009063,0.004394397143641857,23,22
AOTCases_KnotProt_Homologs,3M5C_A,217.0,0.5015921691905011,0.37440031319800493,1.9256399489269658,108.84550071433873,0.3899984731361383,-22.35185185185185,-20.0,-3.0,-51.0,10.04509721466777,-4828.0,0.0,216.0,0.0,331.0,240.0,7.825,82.0,0.7250755287009063,0.004394397143641857,24,23
AOTCases_KnotProt_Homologs,3Q98_A,291.0,0.4882214054138103,0.3381639587323919,1.8156206658895524,142.0724289754188,0.41357977898437825,-25.066433566433567,-23.0,-2.0,-56.0,10.42719309363839,-7169.0,0.0,286.0,0.0,377.0,312.0,8.073717948717949,238.0,0.8275862068965517,0.004402054292002935,26,21
AOTCases_Unknotted_Homologs,1A1S,214.0,0.5020778672609796,0.4036649643902117,1.8308258540631401,107.44466359384964,0.4010037468806665,-23.990384615384617,-22.0,-5.0,-55.0,9.929554944232523,-4990.0,0.0,208.0,0.0,311.0,231.0,8.225108225108226,245.0,0.7427652733118971,0.004792034021367078,23,17
AOTCases_KnotProt_Homologs,3M5D_A,215.0,0.5239893071797196,0.3620947719498435,1.990233076099721,112.6577010436397,0.40657955961057424,-22.53917050691244,-21.0,-4.0,-55.0,10.632945291838114,-4891.0,0.0,217.0,0.0,331.0,237.0,7.755274261603375,144.0,0.716012084592145,0.004339467179346333,20,22
AOTCases_Unknotted_Homologs,1FVO,409.0,0.490493096703529,0.361507667826114,1.952192428691557,200.61167655174336,0.4133965093096774,-27.353960396039604,-26.0,-3.0,-68.0,12.127456744410201,-11051.0,0.0,404.0,0.0,638.0,457.0,9.194748358862144,304.0,0.7163009404388715,0.002248982544549047,53,48
AOTCases_Unknotted_Homologs,1DXH,227.0,0.523596865772932,0.3586454207516079,1.8931469114431767,118.85648853045555,0.4387115361993659,-22.491071428571427,-22.0,-4.0,-53.0,10.05608871682287,-5038.0,0.0,224.0,0.0,331.0,248.0,7.737903225806452,182.0,0.7492447129909365,0.0045408770484299185,24,21
AOTCases_Unknotted_Homologs,1AKM,684.0,0.5673358562964357,0.41202715371032106,2.1881777715109854,388.057725706762,0.4643484110094197,-23.27827380952381,-22.0,-3.0,-57.0,10.462586604126049,-15643.0,0.0,672.0,0.0,960.0,743.0,7.39300134589502,138.0,0.7739583333333333,0.0016140945429266597,71,59
AOTCases_Unknotted_Homologs,1EP9,211.0,0.5047674259867981,0.36725859026397245,1.876536162262763,106.50592688321441,0.4049915766405671,-29.990243902439026,-28.0,-2.0,-68.0,12.799386511175559,-6148.0,0.0,205.0,0.0,320.0,232.0,9.706896551724139,304.0,0.725,0.004545454545454545,27,21
AOTCases_Unknotted_Homologs,1FB5,200.0,0.4945595983562796,0.3912704090783068,1.689862733431906,98.91191967125592,0.3681036882642389,-27.2807881773399,-25.0,-2.0,-67.0,12.238797043556108,-5538.0,0.0,203.0,0.0,321.0,225.0,9.346666666666666,273.0,0.7009345794392523,0.004380841121495327,22,25
AOTCases_Unknotted_Homologs,1C9Y,214.0,0.5024921164591709,0.3782813802231173,1.830702932168439,107.53331292226257,0.39073291800806315,-30.358851674641148,-28.0,-3.0,-82.0,14.44972907883341,-6345.0,0.0,209.0,0.0,321.0,235.0,9.714893617021277,277.0,0.7320872274143302,0.0045755451713395635,26,21
AOTCases_Unknotted_Homologs,1DUV,727.0,0.562010836801864,0.4050266199061685,1.99907709428284,408.58187835495517,0.45995839280665385,-26.765205091937766,-26.0,-3.0,-60.0,10.89937413339238,-18923.0,0.0,707.0,0.0,994.0,792.0,8.419191919191919,225.0,0.7967806841046278,0.0016047949327384246,85,65
AOTCases_Unknotted_Homologs,1VLV,215.0,0.46793356358360055,0.34070347458722416,1.83024295506286,100.60571617047412,0.3708706498984465,-22.421800947867297,-21.0,2.0,-54.0,9.593505829599437,-4731.0,1.0,210.0,0.0,304.0,236.0,7.466101694915254,148.0,0.7763157894736842,0.005124196630189335,25,21
AOTCases_Unknotted_Homologs,1ORT,2958.0,0.5701654687851537,0.4126729670421616,2.3027492474263305,1686.5494566664847,0.4942330230895603,-30.854488078541376,-29.0,-1.0,-78.0,13.640528935740443,-87997.0,0.0,2852.0,0.0,4020.0,3249.0,9.251769775315482,385.0,0.8082089552238806,0.00040219405584666863,397,291
AOTCases_Unknotted_Homologs,1OTH,212.0,0.5189888062636242,0.38281177975834924,1.8486104875682496,110.02562692788834,0.4063898217232258,-26.782608695652176,-25.0,-3.0,-67.0,12.109248549810339,-5544.0,0.0,207.0,0.0,321.0,232.0,8.883620689655173,277.0,0.7227414330218068,0.004517133956386293,25,20
AOTCases_Unknotted_Homologs,1PVV,216.0,0.4850872340745926,0.3704830316284884,1.6611176397718905,104.778842560112,0.3767695152560942,-25.830985915492956,-25.0,-2.0,-56.0,10.490307507891762,-5502.0,0.0,213.0,0.0,311.0,236.0,8.555084745762711,245.0,0.7588424437299035,0.004895757701483249,23,20
AOTCases_Unknotted_Homologs,2EF0,203.0,0.4870907379029619,0.33115641451129907,1.6708684496563855,98.87941979430127,0.4029773711195185,-19.771144278606965,-19.0,0.0,-49.0,8.68448397285101,-3974.0,0.0,200.0,1.0,287.0,221.0,6.782805429864253,61.0,0.7700348432055749,0.005384859043395629,20,18
AOTCases_Unknotted_Homologs,2OTC,2108.0,0.5586714978836632,0.42156245398674397,2.2385774492033095,1177.679517538762,0.4666834944483737,-28.166666666666668,-27.0,-10.0,-70.0,11.674194528230704,-57122.0,0.0,2028.0,0.0,2979.0,2292.0,9.085951134380453,300.0,0.7693856998992951,0.0005167130288108093,264,184
AOTCases_Unknotted_Homologs,2W37,748.0,0.5152422679023937,0.3767474812657534,1.8358345864713836,385.4012163909905,0.41140405897181787,-29.739669421487605,-28.0,-1.0,-76.0,12.947541834654922,-21591.0,0.0,726.0,0.0,1011.0,822.0,8.670316301703163,293.0,0.8130563798219584,0.0016100126333108088,96,74
AOTCases_Unknotted_Homologs,3GRF,223.0,0.48973160925663844,0.39030710170051996,1.7378149019701397,109.21014886423038,0.3545447435439086,-22.395454545454545,-22.0,2.0,-46.0,8.708041073562008,-4927.0,1.0,219.0,0.0,299.0,242.0,7.305785123966942,177.0,0.8093645484949833,0.0054319768355368,22,19
AOTCases_Unknotted_Homologs,2I6U,668.0,0.5618930103999703,0.3959486011883402,2.07098541512371,375.34453094718015,0.4722352425377936,-27.047095761381474,-25.0,-1.0,-67.0,11.60743192384995,-17229.0,0.0,637.0,0.0,921.0,717.0,8.571827057182706,306.0,0.7785016286644951,0.0016923948449228154,80,49
AOTCases_Unknotted_Homologs,2P2G,1306.0,0.5404820172934768,0.3730837406247347,2.076969709321369,705.8695145852806,0.4458741514992102,-26.088188976377953,-24.0,0.0,-68.0,11.84613039695287,-33132.0,0.0,1269.0,1.0,1749.0,1411.0,7.937632884479092,206.0,0.8067467124070897,0.0009230511583605146,141,105
AOTCases_Unknotted_Homologs,3GD5,1280.0,0.5102439428203799,0.37162533135502107,1.8724393721701986,653.1122468100863,0.4094749168729768,-22.455510204081634,-22.0,0.0,-52.0,9.30612373791613,-27508.0,0.0,1223.0,2.0,1697.0,1391.0,7.168943206326384,172.0,0.8196817913965821,0.0009666058860808753,166,111
AOTCases_Unknotted_Homologs,4EP1,417.0,0.5112204122647045,0.3110897828896251,1.8122442789782705,213.17891191438179,0.435469185759303,-20.01492537313433,-20.0,3.0,-46.0,9.2545417716055,-8046.0,4.0,397.0,1.0,581.0,447.0,6.668903803131991,60.0,0.7693631669535284,0.0026529764377707875,45,30
AOTCases_Unknotted_Homologs,3TPF,1335.0,0.5188535226100055,0.3546826371434584,2.1291830064389794,692.6694526843573,0.4252126020850964,-26.44848484848485,-25.0,-1.0,-64.0,11.395656301977555,-34912.0,0.0,1320.0,0.0,1810.0,1448.0,8.437154696132596,202.0,0.8,0.0008844665561083472,128,113
AOTCases_Unknotted_Homologs,3UPD,238.0,0.48568385504800743,0.34141240774379833,1.6474132882844028,115.59275750142577,0.41827975091764086,-24.604166666666668,-23.5,2.0,-59.0,11.247480427732349,-5905.0,1.0,239.0,0.0,339.0,262.0,8.022900763358779,215.0,0.7728613569321534,0.004573144123858896,22,24
AOTCases_Unknotted_Homologs,3SDS,640.0,0.5480150018121744,0.365421503280023,2.155768690915366,350.7296011597916,0.47648007790227226,-20.922953451043337,-20.0,4.0,-50.0,9.79863895990321,-13035.0,6.0,614.0,3.0,933.0,680.0,7.3691176470588236,149.0,0.7288317256162915,0.001564016578575733,57,40
AOTCases_Unknotted_Homologs,4F2G,199.0,0.5408396644210867,0.43044040965276587,1.740921702296192,107.62709321979625,0.4323968805192678,-21.28125,-20.0,-2.0,-47.0,9.1078070048448,-4086.0,0.0,192.0,0.0,288.0,213.0,7.140845070422535,111.0,0.7395833333333334,0.005153890824622532,21,14
AOTCases_Unknotted_Homologs,4ANF,957.0,0.5157125217931631,0.35031110130607424,1.8235073763345193,493.53688335605705,0.4457081230592017,-23.983905579399142,-22.0,0.0,-59.0,10.679326955919466,-22353.0,0.0,931.0,1.0,1368.0,1038.0,8.020231213872833,229.0,0.7587719298245614,0.0011101271833570759,106,81
AOTCases_Unknotted_Homologs,4H31,753.0,0.508452978034125,0.3675928738944796,1.9791713611228063,382.86509245969614,0.41506015120464523,-28.087483176312247,-26.0,-1.0,-69.0,12.366722245729239,-20869.0,0.0,743.0,0.0,1018.0,832.0,8.525240384615385,281.0,0.8172888015717092,0.0016072542803770094,89,79
AOTCases_Unknotted_Homologs,4AMU,973.0,0.5227406025324693,0.35963151639582946,1.817628274327987,508.62660626409263,0.4337341270676586,-24.79343220338983,-23.0,0.0,-60.0,10.55828853858653,-23405.0,0.0,940.0,4.0,1372.0,1054.0,8.181214421252372,234.0,0.7682215743440233,0.0011206733396703476,110,81
AOTCases_Unknotted_Homologs,4JFR,762.0,0.5013915810135507,0.3401116471490018,2.0370901629097986,382.0603847323257,0.4338248669627308,-26.116710875331567,-24.0,-1.0,-68.0,11.829229715150834,-19692.0,0.0,754.0,0.0,1002.0,837.0,7.756272401433692,217.0,0.8353293413173652,0.0016689896929417886,83,75
AOTCases_Unknotted_Homologs,4JQO,756.0,0.4962589778511852,0.3519621035142668,1.9190781477366095,375.17178725549604,0.4150935424622953,-26.96390374331551,-24.0,-3.0,-67.0,11.832725930342777,-20169.0,0.0,748.0,0.0,1008.0,835.0,8.14251497005988,213.0,0.8283730158730159,0.001645229425765672,87,79
AOTCases_Unknotted_Homologs,4OH7,430.0,0.48041060293757876,0.3401748492433514,1.652303066142494,206.57655926315886,0.3818520532922041,-22.23040380047506,-22.0,-2.0,-48.0,8.78681948995535,-9359.0,0.0,421.0,0.0,618.0,471.0,7.639065817409766,114.0,0.7621359223300971,0.002470456798476814,50,41
AOTCases_Unknotted_Homologs,4NF2,662.0,0.5520918048215506,0.3852213353726066,2.0612314664973566,365.4847747918665,0.44410038312022027,-22.4,-22.0,-3.0,-58.0,10.546963999768042,-14448.0,0.0,645.0,0.0,930.0,719.0,7.228094575799722,86.0,0.7731182795698924,0.0016644096438533746,74,57
AOTCases_Unknotted_Homologs,4KWT,732.0,0.5339222711521914,0.3620906079611683,2.0667683338465332,390.8311024834041,0.4433630415807744,-26.18533886583679,-24.0,-1.0,-63.0,11.444807999309042,-18932.0,0.0,723.0,0.0,967.0,797.0,7.760351317440401,213.0,0.8241985522233712,0.0017064152219945575,74,65
AOTCases_Unknotted_Homologs,4JHX,753.0,0.49794191943778987,0.3545189216532094,1.949182465376265,374.9502653366558,0.4197396123739648,-27.820652173913043,-27.0,-2.0,-70.0,12.027726465234204,-20476.0,0.0,736.0,0.0,985.0,825.0,8.28,236.0,0.8375634517766497,0.0017023647393834345,89,72
AOTCases_Unknotted_Homologs,6OVW,227.0,0.5480689884577945,0.3787650062229213,1.7602066724242214,124.41166037991934,0.42710778832131474,-25.40909090909091,-25.0,-2.0,-56.0,10.30780415249926,-5590.0,0.0,220.0,0.0,332.0,247.0,8.417004048582996,264.0,0.7439759036144579,0.0044953226804498965,27,20
AOTCases_Unknotted_Homologs,7NNV,1347.0,0.5520696653383437,0.3801660247503227,2.067330281307946,743.6378392107489,0.45622793380619414,-24.981552651806304,-23.0,2.0,-63.0,11.3824425277147,-32501.0,2.0,1297.0,2.0,1790.0,1450.0,7.6434482758620685,200.0,0.8100558659217877,0.0009055962726906515,149,103
AOTCases_Unknotted_Homologs,7NNF,1345.0,0.5482034285221642,0.3814103244435403,2.035109017287918,737.3336113623109,0.44119052404270737,-24.711450381679388,-22.0,3.0,-66.0,12.05511922060958,-32372.0,2.0,1304.0,4.0,1792.0,1448.0,7.458563535911602,158.0,0.8080357142857143,0.0009023291058466938,138,103
AOTCases_Unknotted_Homologs,7NOR,1352.0,0.5422294736645367,0.38348717028984014,2.0382853270446306,733.0942483944536,0.440121152234134,-24.712318286151493,-23.0,3.0,-64.0,11.214532859873481,-32299.0,3.0,1303.0,1.0,1786.0,1458.0,7.640603566529492,182.0,0.8163493840985442,0.0009146771810627947,151,106
AOTCases_Unknotted_Homologs,7NOS,1351.0,0.5411537042615442,0.3765547349622391,2.0341734983800537,731.0986544573462,0.4381857660547497,-24.80745814307458,-23.0,4.0,-66.0,11.929533300671912,-32597.0,3.0,1310.0,1.0,1783.0,1458.0,7.473251028806584,181.0,0.8177229388670779,0.0009177586294804467,144,107
AOTCases_Unknotted_Homologs,7NNW,1348.0,0.5415470158085502,0.3700061930842726,2.0234551775844993,730.0053773099257,0.4352341309312233,-24.034272658035036,-22.0,3.0,-63.0,11.565089737327419,-31557.0,2.0,1311.0,0.0,1778.0,1455.0,7.281099656357388,182.0,0.8183352080989876,0.0009210300597625072,142,107
AOTCases_Unknotted_Homologs,7NNZ,1365.0,0.5422229202492833,0.37000940958570805,2.0819408298911384,740.1342861402718,0.44221016383903494,-25.209567198177677,-23.0,3.0,-67.0,11.51283195000092,-33201.0,2.0,1315.0,0.0,1794.0,1470.0,7.646938775510204,198.0,0.8193979933110368,0.0009139966461918983,153,105
AOTCases_Unknotted_Homologs,7NNY,1355.0,0.5371469143570283,0.38058358443210594,1.930351266448885,727.8340689537733,0.4249783264979101,-25.172361427486713,-23.0,1.0,-67.0,11.957844010348364,-33152.0,2.0,1314.0,1.0,1783.0,1464.0,7.622950819672131,247.0,0.8210880538418396,0.0009215354139639053,147,109
AOTCases_Unknotted_Homologs,7NOU,1345.0,0.5401559994471985,0.3878756460152859,2.0166885664938405,726.5098192564819,0.43589269616233267,-21.81699846860643,-20.0,3.0,-56.0,10.538460976365597,-28493.0,1.0,1304.0,1.0,1782.0,1449.0,6.898550724637682,86.0,0.8131313131313131,0.0009131177014388693,143,104
AOTCases_Unknotted_Homologs,7NOV,1343.0,0.5420820511726716,0.3695032456954239,1.9856533380878023,728.016194724898,0.43576566467567834,-22.42016806722689,-21.0,3.0,-56.0,10.063621433954452,-29348.0,4.0,1305.0,0.0,1773.0,1449.0,6.98895790200138,181.0,0.817258883248731,0.0009224140894455203,140,106
AOTCases_Unknotted_Homologs,9Y8H,231.0,0.506400320312992,0.36615940241833833,1.8787934736659908,116.97847399230115,0.42140753278463344,-20.817391304347826,-19.0,1.0,-51.0,9.587657472156724,-4788.0,1.0,228.0,1.0,326.0,252.0,7.146825396825397,112.0,0.7730061349693251,0.004756960830580462,22,21
AOTCases_Unknotted_Homologs,8QEV,662.0,0.518559717310471,0.3739407043789216,1.9707434407503897,343.2865328595318,0.4355742269533755,-23.171826625387,-22.0,0.0,-56.0,9.971781179069962,-14969.0,0.0,644.0,2.0,908.0,718.0,7.5905292479108635,167.0,0.7907488986784141,0.0017436579904705934,72,56
AOTCases_Unknotted_Homologs,8QEU,675.0,0.536323732004749,0.3833301996922316,2.068598680829341,362.0185191032056,0.4538555934312505,-25.461422087745838,-23.0,-3.0,-62.0,11.215282032968588,-16830.0,0.0,661.0,0.0,935.0,731.0,7.963064295485636,182.0,0.7818181818181819,0.0016741288689896827,70,56
AOTCases_Unknotted_Homologs,7TMD,1480.0,0.5425069693602295,0.36707417446513046,2.1670097089026195,802.9103146531396,0.4657758871732051,-26.28899721448468,-24.0,0.0,-68.0,12.416828204952399,-37751.0,0.0,1435.0,1.0,1964.0,1599.0,7.994996873045653,278.0,0.8141547861507128,0.0008295005462564573,163,119
