Protein_Class,Protein_ID,H1_count,H1_mean,H1_median,H1_max,H1_sum,H1_std,Curv_mean,Curv_median,Curv_max,Curv_min,Curv_std,Curv_sum,Curv_n_positive,Curv_n_negative,Curv_n_zero,HG_n_nodes,HG_n_hyperedges,HG_avg_edge_size,HG_max_edge_size,HG_connectivity,HG_density
AOTCases,3L06_A,240.0,0.7889665115083582,0.39247511543697966,5.627238899514686,189.35196276200597,1.0637618633166317,-38.38333333333333,-21.0,-3.0,-527.0,64.93531182817422,-9212.0,0.0,240.0,0.0,331.0,240.0,7.641666666666667,82.0,0.7250755287009063,0.004394397143641857
AOTCases,3M4N_A,241.0,0.804085095465641,0.399200946738147,5.42258366507572,193.78450800721947,1.0466706744863785,-39.92946058091286,-23.0,-3.0,-457.0,64.30121675732515,-9623.0,0.0,241.0,0.0,331.0,241.0,7.846473029045643,82.0,0.7280966767371602,0.004412707131740364
AOTCases,2YFK_A,305.0,0.7110837617001158,0.3940843599255226,4.534075759037211,216.88054731853532,0.8635911113489035,-46.488524590163934,-25.0,0.0,-1102.0,102.64997360657101,-14179.0,0.0,304.0,1.0,380.0,305.0,8.029508196721311,220.0,0.8026315789473685,0.004235522844049437
AOTCases,3M5C_A,240.0,0.8068863750172797,0.4073505856962063,5.472983234101539,193.65273000414712,1.0506668213378407,-39.25833333333333,-22.0,-3.0,-455.0,63.80739192200924,-9422.0,0.0,240.0,0.0,331.0,240.0,7.825,82.0,0.7250755287009063,0.004394397143641857
AOTCases_KnotProt_Homologs,1JS1_X,215.0,0.8543638274436431,0.41821726735472353,6.130259562574536,183.68822290038327,1.0682390556809382,-36.353488372093025,-22.0,-3.0,-406.0,52.308260492375744,-7816.0,0.0,215.0,0.0,317.0,215.0,7.767441860465116,107.0,0.6782334384858044,0.004292616699277243
AOTCases,3Q98_A,312.0,0.6876641706472634,0.3560841320294461,5.275938688434331,214.55122124194617,0.8696135088567658,-47.88782051282051,-25.0,-2.0,-1355.0,117.86284773965508,-14941.0,0.0,312.0,0.0,377.0,312.0,8.073717948717949,238.0,0.8275862068965517,0.004402054292002935
AOTCases,3M5D_A,237.0,0.8221217690243042,0.4123126587787924,5.308988948657244,194.84285925876011,1.0447636496733164,-37.57805907172996,-22.0,-4.0,-720.0,66.7100219543075,-8906.0,0.0,237.0,0.0,331.0,237.0,7.755274261603375,144.0,0.716012084592145,0.004339467179346333
AOTCases,3M4J_A,241.0,0.8034945360865337,0.40432667543875045,5.376087055486335,193.6421831968546,1.0487228139444433,-44.107883817427386,-23.0,-2.0,-809.0,82.91857714511708,-10630.0,0.0,241.0,0.0,331.0,241.0,8.141078838174273,144.0,0.7280966767371602,0.004412707131740364
AOTCases,3L02_A,246.0,0.7885438729411393,0.3849377433839556,5.485074437126038,193.98179274352026,1.05210765616474,-38.66260162601626,-22.0,-3.0,-417.0,60.776579916957104,-9511.0,0.0,246.0,0.0,331.0,246.0,7.605691056910569,82.0,0.743202416918429,0.004504257072232903
AOTCases_KnotProt_Homologs,2YFK_A,305.0,0.7110837617001158,0.3940843599255226,4.534075759037211,216.88054731853532,0.8635911113489035,-46.488524590163934,-25.0,0.0,-1102.0,102.64997360657101,-14179.0,0.0,304.0,1.0,380.0,305.0,8.029508196721311,220.0,0.8026315789473685,0.004235522844049437
AOTCases_KnotProt_Homologs,2G7M_C,218.0,0.8584416476631745,0.43998404088249066,6.462574957417285,187.14027919057204,1.07864015870678,-38.62844036697248,-21.0,-3.0,-730.0,69.70030549173325,-8421.0,0.0,218.0,0.0,320.0,218.0,8.087155963302752,162.0,0.68125,0.004271159874608151
AOTCases_KnotProt_Homologs,3KZK_A,237.0,0.8099314987701923,0.4120060629074267,5.458143910439801,191.95376520853557,1.0445322290453556,-33.71729957805907,-21.0,-3.0,-348.0,47.611032081126794,-7991.0,0.0,237.0,0.0,331.0,237.0,7.481012658227848,82.0,0.716012084592145,0.004339467179346333
AOTCases_KnotProt_Homologs,2FG7_C,221.0,0.8461715839900491,0.4378979564155596,6.845955841402488,187.00392006180084,1.0873503774101194,-41.46606334841629,-21.0,-3.0,-520.0,70.70616642468765,-9164.0,0.0,221.0,0.0,320.0,221.0,7.963800904977376,89.0,0.690625,0.004329937304075235
AOTCases_KnotProt_Homologs,3KZC_A,227.0,0.8223580611659448,0.4465374925798873,4.97845973422433,186.67527988466946,0.9986534015562196,-34.31277533039648,-20.0,3.0,-371.0,50.48656614407449,-7789.0,1.0,226.0,0.0,326.0,227.0,7.361233480176211,71.0,0.696319018404908,0.004285040113260972
AOTCases_KnotProt_Homologs,3KZM_A,241.0,0.7971951348596422,0.41711907234065215,5.304840509406998,192.12402750117377,1.042461508212753,-38.60995850622407,-21.0,-3.0,-481.0,64.41035895461364,-9305.0,0.0,241.0,0.0,330.0,241.0,7.6970954356846475,82.0,0.7303030303030303,0.004439532099106567
AOTCases_KnotProt_Homologs,2FG6_C,224.0,0.8414583524363481,0.4294363040605762,6.65546092072542,188.486670945742,1.0985265315226298,-35.70982142857143,-20.0,-3.0,-398.0,52.71614258700864,-7999.0,0.0,224.0,0.0,321.0,224.0,7.638392857142857,87.0,0.6978193146417445,0.004361370716510903
AOTCases_KnotProt_Homologs,3L05_A,232.0,0.8222447058398156,0.41548224007229306,5.3115837126307115,190.7607717548372,1.0541741074803956,-39.577586206896555,-21.0,-3.0,-445.0,64.71604433348504,-9182.0,0.0,232.0,0.0,331.0,232.0,7.931034482758621,77.0,0.7009063444108762,0.004247917238853795
AOTCases_KnotProt_Homologs,3KZO_A,243.0,0.7930392415355594,0.395284728315179,5.474073135988569,192.70853569314093,1.0495433320534515,-38.89711934156379,-21.0,-2.0,-482.0,63.01088899245512,-9452.0,0.0,243.0,0.0,331.0,243.0,7.6460905349794235,82.0,0.7341389728096677,0.00444932710793738
AOTCases_KnotProt_Homologs,3L02_A,246.0,0.7885438729411393,0.3849377433839556,5.485074437126038,193.98179274352026,1.05210765616474,-38.66260162601626,-22.0,-3.0,-417.0,60.776579916957104,-9511.0,0.0,246.0,0.0,331.0,246.0,7.605691056910569,82.0,0.743202416918429,0.004504257072232903
AOTCases_KnotProt_Homologs,3L04_A,240.0,0.8008066984685828,0.3995897753681885,5.426486361506109,192.19360763245987,1.053102799709206,-35.729166666666664,-21.0,-4.0,-424.0,54.15838638634115,-8575.0,0.0,240.0,0.0,331.0,240.0,7.4875,82.0,0.7250755287009063,0.004394397143641857
AOTCases_KnotProt_Homologs,3M4J_A,241.0,0.8034945360865337,0.40432667543875045,5.376087055486335,193.6421831968546,1.0487228139444433,-44.107883817427386,-23.0,-2.0,-809.0,82.91857714511708,-10630.0,0.0,241.0,0.0,331.0,241.0,8.141078838174273,144.0,0.7280966767371602,0.004412707131740364
AOTCases_KnotProt_Homologs,3M4N_A,241.0,0.804085095465641,0.399200946738147,5.42258366507572,193.78450800721947,1.0466706744863785,-39.92946058091286,-23.0,-3.0,-457.0,64.30121675732515,-9623.0,0.0,241.0,0.0,331.0,241.0,7.846473029045643,82.0,0.7280966767371602,0.004412707131740364
AOTCases_KnotProt_Homologs,3KZN_A,237.0,0.8100613636700341,0.4040711651790794,5.913620079901077,191.98454318979807,1.0691844759144293,-35.118143459915615,-22.0,-2.0,-373.0,51.79791517818477,-8323.0,0.0,237.0,0.0,331.0,237.0,7.4978902953586495,73.0,0.716012084592145,0.004339467179346333
AOTCases_KnotProt_Homologs,3L06_A,240.0,0.7889665115083582,0.39247511543697966,5.627238899514686,189.35196276200597,1.0637618633166317,-38.38333333333333,-21.0,-3.0,-527.0,64.93531182817422,-9212.0,0.0,240.0,0.0,331.0,240.0,7.641666666666667,82.0,0.7250755287009063,0.004394397143641857
AOTCases_KnotProt_Homologs,3M5C_A,240.0,0.8068863750172797,0.4073505856962063,5.472983234101539,193.65273000414712,1.0506668213378407,-39.25833333333333,-22.0,-3.0,-455.0,63.80739192200924,-9422.0,0.0,240.0,0.0,331.0,240.0,7.825,82.0,0.7250755287009063,0.004394397143641857
AOTCases_KnotProt_Homologs,3Q98_A,312.0,0.6876641706472634,0.3560841320294461,5.275938688434331,214.55122124194617,0.8696135088567658,-47.88782051282051,-25.0,-2.0,-1355.0,117.86284773965508,-14941.0,0.0,312.0,0.0,377.0,312.0,8.073717948717949,238.0,0.8275862068965517,0.004402054292002935
AOTCases_Unknotted_Homologs,1A1S,231.0,0.7387154915479646,0.4324340434716918,5.943086664088574,170.64327854757983,0.9545560572998959,-41.87012987012987,-23.0,-5.0,-1009.0,81.99271702152502,-9672.0,0.0,231.0,0.0,311.0,231.0,8.225108225108226,245.0,0.7427652733118971,0.004792034021367078
AOTCases_KnotProt_Homologs,3M5D_A,237.0,0.8221217690243042,0.4123126587787924,5.308988948657244,194.84285925876011,1.0447636496733164,-37.57805907172996,-22.0,-4.0,-720.0,66.7100219543075,-8906.0,0.0,237.0,0.0,331.0,237.0,7.755274261603375,144.0,0.716012084592145,0.004339467179346333
AOTCases_Unknotted_Homologs,1FVO,457.0,0.8317526477290493,0.40925225541348986,6.895108024851467,380.11096001217555,1.1384250556180984,-54.00875273522976,-27.0,-3.0,-1446.0,120.18146349777162,-24682.0,0.0,457.0,0.0,638.0,457.0,9.194748358862144,304.0,0.7163009404388715,0.002248982544549047
AOTCases_Unknotted_Homologs,1DXH,248.0,0.7878998625627718,0.4013788299058798,5.7125499536907185,195.3991659155674,0.9974144498247994,-38.141129032258064,-23.0,-4.0,-802.0,70.92891888510043,-9459.0,0.0,248.0,0.0,331.0,248.0,7.737903225806452,182.0,0.7492447129909365,0.0045408770484299185
AOTCases_Unknotted_Homologs,1AKM,743.0,0.8109515888555118,0.4325940481147992,5.346551061190173,602.5370305196452,0.9749599088485094,-37.23687752355316,-23.0,-3.0,-684.0,58.34332771653358,-27667.0,0.0,743.0,0.0,960.0,743.0,7.39300134589502,138.0,0.7739583333333333,0.0016140945429266597
AOTCases_Unknotted_Homologs,1EP9,232.0,0.8111206805755744,0.3938511764773942,6.881995088710673,188.17999789353325,1.1013209135900899,-64.21551724137932,-29.5,-2.0,-1597.0,151.789600640701,-14898.0,0.0,232.0,0.0,320.0,232.0,9.706896551724139,304.0,0.725,0.004545454545454545
AOTCases_Unknotted_Homologs,1FB5,225.0,0.8451870665814113,0.4643698966247447,6.135776529741863,190.16708998081754,1.1233831137157715,-54.51111111111111,-26.0,-2.0,-1301.0,124.95130113096457,-12265.0,0.0,225.0,0.0,321.0,225.0,9.346666666666666,273.0,0.7009345794392523,0.004380841121495327
AOTCases_Unknotted_Homologs,1C9Y,235.0,0.806122718720636,0.4134299272907507,6.704772436168697,189.43883889934946,1.09253282774662,-64.2,-30.0,-3.0,-1367.0,146.55876172476988,-15087.0,0.0,235.0,0.0,321.0,235.0,9.714893617021277,277.0,0.7320872274143302,0.0045755451713395635
AOTCases_Unknotted_Homologs,1DUV,792.0,0.8176365003141092,0.4539103233928645,5.739069487148657,647.5681082487745,0.9910992638468933,-48.30808080808081,-28.0,-3.0,-1209.0,101.45748990554056,-38260.0,0.0,792.0,0.0,994.0,792.0,8.419191919191919,225.0,0.7967806841046278,0.0016047949327384246
AOTCases_Unknotted_Homologs,1VLV,236.0,0.745356564700063,0.36621130004524005,5.788929500013309,175.90414926921486,1.003787473306995,-38.63559322033898,-23.0,2.0,-623.0,66.27346597579381,-9118.0,1.0,235.0,0.0,304.0,236.0,7.466101694915254,148.0,0.7763157894736842,0.005124196630189335
AOTCases_Unknotted_Homologs,1ORT,3249.0,0.8595719357248776,0.4700576542140329,5.774383008721399,2792.749219170127,1.0707472199176613,-64.88180978762696,-31.0,-1.0,-3256.0,171.48734200735294,-210801.0,0.0,3249.0,0.0,4020.0,3249.0,9.251769775315482,385.0,0.8082089552238806,0.00040219405584666863
AOTCases_Unknotted_Homologs,1OTH,232.0,0.8177852140688647,0.4159642260772496,6.653330624203181,189.7261696639766,1.0937356023242137,-50.49568965517241,-26.0,-3.0,-1200.0,107.81849362529522,-11715.0,0.0,232.0,0.0,321.0,232.0,8.883620689655173,277.0,0.7227414330218068,0.004517133956386293
AOTCases_Unknotted_Homologs,1PVV,236.0,0.7498389980151675,0.40264874954369567,6.388981061546341,176.96200353157954,0.9917332980070916,-47.978813559322035,-26.5,-2.0,-1124.0,97.65233414872402,-11323.0,0.0,236.0,0.0,311.0,236.0,8.555084745762711,245.0,0.7588424437299035,0.004895757701483249
AOTCases_Unknotted_Homologs,2EF0,221.0,0.742339745816639,0.3640373664034815,5.999680950548868,164.0570838254772,0.9902171286121716,-29.0,-19.0,0.0,-233.0,36.23178275282578,-6409.0,0.0,220.0,1.0,287.0,221.0,6.782805429864253,61.0,0.7700348432055749,0.005384859043395629
AOTCases_Unknotted_Homologs,2OTC,2292.0,0.8092088235556971,0.45214879657784257,5.876931825861897,1854.7066235896577,0.991909791189833,-54.91317626527051,-28.0,-10.0,-1778.0,138.7041651446714,-125861.0,0.0,2292.0,0.0,2979.0,2292.0,9.085951134380453,300.0,0.7693856998992951,0.0005167130288108093
AOTCases_Unknotted_Homologs,2W37,822.0,0.7793330740986759,0.41583713845547976,5.761308845097692,640.6117869091116,0.9610265421697565,-56.31265206812652,-31.0,-1.0,-1759.0,129.2540955899908,-46289.0,0.0,822.0,0.0,1011.0,822.0,8.670316301703163,293.0,0.8130563798219584,0.0016100126333108088
AOTCases_Unknotted_Homologs,3GRF,242.0,0.6977583751983749,0.42241257024915857,4.450963778360457,168.85752679800672,0.8323970087102813,-36.603305785123965,-23.0,2.0,-862.0,75.94174358561865,-8858.0,1.0,241.0,0.0,299.0,242.0,7.305785123966942,177.0,0.8093645484949833,0.0054319768355368
AOTCases_Unknotted_Homologs,2I6U,717.0,0.7865585641498735,0.4281927320769485,5.335145182195204,563.9624904954593,0.9590063769892214,-50.46861924686193,-27.0,-1.0,-1608.0,111.21222843931959,-36186.0,0.0,717.0,0.0,921.0,717.0,8.571827057182706,306.0,0.7785016286644951,0.0016923948449228154
AOTCases_Unknotted_Homologs,2P2G,1411.0,0.7685344205668503,0.41737733761059115,5.345678191944382,1084.4020674198257,0.9369092661902557,-44.44932671863926,-26.0,0.0,-1009.0,82.78813107541367,-62718.0,0.0,1410.0,1.0,1749.0,1411.0,7.937632884479092,206.0,0.8067467124070897,0.0009230511583605146
AOTCases_Unknotted_Homologs,3GD5,1391.0,0.7550191841304061,0.41192820493662996,22.8246712803742,1050.231685125395,1.191625043585598,-36.401150251617544,-23.0,0.0,-878.0,56.280021356188676,-50634.0,0.0,1389.0,2.0,1697.0,1391.0,7.168943206326384,172.0,0.8196817913965821,0.0009666058860808753
AOTCases_Unknotted_Homologs,4EP1,447.0,0.7263158390266401,0.3555717533298779,5.036465830905076,324.66318004490813,0.9240052649738805,-29.76062639821029,-21.0,3.0,-298.0,39.82763160707217,-13303.0,4.0,442.0,1.0,581.0,447.0,6.668903803131991,60.0,0.7693631669535284,0.0026529764377707875
AOTCases_Unknotted_Homologs,3TPF,1448.0,0.765008770880351,0.3950202933094302,5.033303459958195,1107.7327002347483,0.9647981049561954,-49.82665745856354,-26.5,-1.0,-1388.0,121.02379078424516,-72149.0,0.0,1448.0,0.0,1810.0,1448.0,8.437154696132596,202.0,0.8,0.0008844665561083472
AOTCases_Unknotted_Homologs,3UPD,262.0,0.762496811774823,0.3763085061473612,5.575718513583191,199.77416468500363,1.0107466378319925,-43.25954198473283,-24.0,2.0,-1058.0,96.89004453276515,-11334.0,1.0,261.0,0.0,339.0,262.0,8.022900763358779,215.0,0.7728613569321534,0.004573144123858896
AOTCases_Unknotted_Homologs,3SDS,680.0,0.7654517033089971,0.3964937205250987,14.377302766305997,520.5071582501181,1.0757845697725132,-33.52794117647059,-21.0,4.0,-673.0,60.96008179318524,-22799.0,6.0,671.0,3.0,933.0,680.0,7.3691176470588236,149.0,0.7288317256162915,0.001564016578575733
AOTCases_Unknotted_Homologs,4F2G,213.0,0.7600245067807693,0.44466431089906866,5.109156434101466,161.88521994430386,0.9484412158864496,-33.16901408450704,-21.0,-2.0,-541.0,52.85723155063066,-7065.0,0.0,213.0,0.0,288.0,213.0,7.140845070422535,111.0,0.7395833333333334,0.005153890824622532
AOTCases_Unknotted_Homologs,4ANF,1038.0,0.7679642866528078,0.38421283569165565,7.768463114475715,797.1469295456145,1.002746840507734,-42.07225433526011,-24.0,0.0,-1127.0,89.35504068427637,-43671.0,0.0,1037.0,1.0,1368.0,1038.0,8.020231213872833,229.0,0.7587719298245614,0.0011101271833570759
AOTCases_Unknotted_Homologs,4H31,832.0,0.7895731475477383,0.3970231520271117,5.8036309455645325,656.9248587597183,0.9952504525367422,-52.57572115384615,-28.0,-1.0,-1866.0,125.65624482078361,-43743.0,0.0,832.0,0.0,1018.0,832.0,8.525240384615385,281.0,0.8172888015717092,0.0016072542803770094
AOTCases_Unknotted_Homologs,4AMU,1054.0,0.7685813076801209,0.38851990021956917,8.03619280484945,810.0846982948474,0.985155000041043,-44.84535104364326,-25.0,0.0,-1144.0,100.0222735736147,-47267.0,0.0,1050.0,4.0,1372.0,1054.0,8.181214421252372,234.0,0.7682215743440233,0.0011206733396703476
AOTCases_Unknotted_Homologs,4JFR,837.0,0.7750800088777138,0.37911670281117527,5.679459755735146,648.7419674306465,1.005035036868205,-43.60573476702509,-26.0,-1.0,-1098.0,84.07620066278585,-36498.0,0.0,837.0,0.0,1002.0,837.0,7.756272401433692,217.0,0.8353293413173652,0.0016689896929417886
AOTCases_Unknotted_Homologs,4JQO,835.0,0.7773102898025318,0.38072866890623036,5.668674096600897,649.054091985114,0.9998897016282445,-47.56047904191617,-26.0,-3.0,-1366.0,98.73353540182876,-39713.0,0.0,835.0,0.0,1008.0,835.0,8.14251497005988,213.0,0.8283730158730159,0.001645229425765672
AOTCases_Unknotted_Homologs,4OH7,471.0,0.7376862948492531,0.3793684502767407,5.753546507611618,347.4502448739982,0.9721546278131363,-37.660297239915074,-24.0,-2.0,-595.0,62.996910374116545,-17738.0,0.0,471.0,0.0,618.0,471.0,7.639065817409766,114.0,0.7621359223300971,0.002470456798476814
AOTCases_Unknotted_Homologs,4NF2,719.0,0.7960339855230867,0.4134935592747029,5.428075359457578,572.3484355910994,0.9594649326708908,-34.95549374130737,-23.0,-3.0,-389.0,46.11322124482329,-25133.0,0.0,719.0,0.0,930.0,719.0,7.228094575799722,86.0,0.7731182795698924,0.0016644096438533746
AOTCases_Unknotted_Homologs,4KWT,797.0,0.7857922544105234,0.40772749069532477,5.586425685859064,626.2764267651871,0.9832066491184394,-43.49184441656211,-26.0,-1.0,-1045.0,87.30932044531798,-34663.0,0.0,797.0,0.0,967.0,797.0,7.760351317440401,213.0,0.8241985522233712,0.0017064152219945575
AOTCases_Unknotted_Homologs,4JHX,825.0,0.7587427506714879,0.3900563654668243,5.796578823138802,625.9627693039776,0.9808458643428098,-51.448484848484846,-28.0,-2.0,-1656.0,118.52393217280768,-42445.0,0.0,825.0,0.0,985.0,825.0,8.28,236.0,0.8375634517766497,0.0017023647393834345
AOTCases_Unknotted_Homologs,6OVW,247.0,0.8069382992344747,0.4077738388192502,5.4934743359697205,199.31375991091525,1.0014389642756016,-45.33198380566802,-26.0,-2.0,-1270.0,100.25640765871934,-11197.0,0.0,247.0,0.0,332.0,247.0,8.417004048582996,264.0,0.7439759036144579,0.0044953226804498965
AOTCases_Unknotted_Homologs,7NNV,1450.0,0.7735172661197257,0.4166285564805765,5.362572038973569,1121.6000358736023,0.9307231894766859,-41.34137931034483,-24.0,2.0,-1076.0,70.52181866941841,-59945.0,2.0,1446.0,2.0,1790.0,1450.0,7.6434482758620685,200.0,0.8100558659217877,0.0009055962726906515
AOTCases_Unknotted_Homologs,7NNF,1448.0,0.7673608749443179,0.4139405588045588,5.161680652931953,1111.1385469193724,0.9168282559225112,-40.04696132596685,-24.0,3.0,-675.0,65.65968266166497,-57988.0,2.0,1442.0,4.0,1792.0,1448.0,7.458563535911602,158.0,0.8080357142857143,0.0009023291058466938
AOTCases_Unknotted_Homologs,7NOR,1458.0,0.7675621373657451,0.41086267844755353,6.006832455581637,1119.1055962792564,0.9324105384319873,-41.914951989026065,-25.0,3.0,-893.0,75.05489282473096,-61112.0,3.0,1454.0,1.0,1786.0,1458.0,7.640603566529492,182.0,0.8163493840985442,0.0009146771810627947
AOTCases_Unknotted_Homologs,7NOS,1458.0,0.7664015676640578,0.41373279705459387,6.120098497012616,1117.4134856541962,0.9290985557194226,-40.890260631001375,-25.0,4.0,-899.0,69.11723625005308,-59618.0,3.0,1454.0,1.0,1783.0,1458.0,7.473251028806584,181.0,0.8177229388670779,0.0009177586294804467
AOTCases_Unknotted_Homologs,7NNW,1455.0,0.76401664455987,0.4083204975627144,5.234471812426909,1111.6442178346108,0.9147015600620629,-38.86185567010309,-24.0,3.0,-869.0,64.62189915850526,-56544.0,2.0,1453.0,0.0,1778.0,1455.0,7.281099656357388,182.0,0.8183352080989876,0.0009210300597625072
AOTCases_Unknotted_Homologs,7NNZ,1470.0,0.7638341908844479,0.39798586160101523,5.591797743872329,1122.8362606001385,0.9280934048641865,-42.60612244897959,-25.0,3.0,-904.0,76.54752178723568,-62631.0,2.0,1468.0,0.0,1794.0,1470.0,7.646938775510204,198.0,0.8193979933110368,0.0009139966461918983
AOTCases_Unknotted_Homologs,7NNY,1464.0,0.7617100360618739,0.4071317535926977,5.492191321030696,1115.1434927945834,0.9178431918799373,-42.87021857923497,-25.0,1.0,-1180.0,81.43929542820794,-62762.0,2.0,1461.0,1.0,1783.0,1464.0,7.622950819672131,247.0,0.8210880538418396,0.0009215354139639053
AOTCases_Unknotted_Homologs,7NOU,1449.0,0.757913596239861,0.4108926582257153,5.3987855775949445,1098.2168009515585,0.9102787821139898,-33.46031746031746,-22.0,3.0,-443.0,44.87310509928944,-48484.0,1.0,1447.0,1.0,1782.0,1449.0,6.898550724637682,86.0,0.8131313131313131,0.0009131177014388693
AOTCases_Unknotted_Homologs,7NOV,1449.0,0.7580528386879458,0.400998033554683,5.051722740304813,1098.4185632588335,0.8954666347200355,-34.10420979986198,-22.0,3.0,-820.0,52.25648948324642,-49417.0,4.0,1445.0,0.0,1773.0,1449.0,6.98895790200138,181.0,0.817258883248731,0.0009224140894455203
AOTCases_Unknotted_Homologs,9Y8H,252.0,0.7561108401821969,0.4214830704189274,5.727945306480373,190.53993172591362,0.9664351630460009,-32.8531746031746,-19.5,1.0,-568.0,52.631074752511324,-8279.0,1.0,250.0,1.0,326.0,252.0,7.146825396825397,112.0,0.7730061349693251,0.004756960830580462
AOTCases_Unknotted_Homologs,8QEV,718.0,0.7518341376486087,0.4241814709410936,5.1521912701400225,539.8169108317011,0.9397854676789503,-39.15041782729805,-23.0,0.0,-815.0,69.32879310034333,-28110.0,0.0,716.0,2.0,908.0,718.0,7.5905292479108635,167.0,0.7907488986784141,0.0017436579904705934
AOTCases_Unknotted_Homologs,8QEU,731.0,0.7742712240523231,0.419494010027063,5.558528532951005,565.9922647822482,0.9665819843302557,-43.26812585499316,-25.0,-3.0,-938.0,76.24608664203643,-31629.0,0.0,731.0,0.0,935.0,731.0,7.963064295485636,182.0,0.7818181818181819,0.0016741288689896827
AOTCases_Unknotted_Homologs,7TMD,1599.0,0.7768034818349627,0.39963901043173866,5.742327540135462,1242.1087674541054,0.9709259819467774,-47.00187617260788,-26.0,0.0,-1474.0,100.89830729125774,-75156.0,0.0,1598.0,1.0,1964.0,1599.0,7.994996873045653,278.0,0.8141547861507128,0.0008295005462564573
AOTCases_Unknotted_Homologs,9Y83,1028.0,0.7883435841371284,0.419360586644836,5.155362596153476,810.4172044929679,0.9582710360335441,-31.29669260700389,-21.0,0.0,-551.0,40.35087485918513,-32173.0,0.0,1027.0,1.0,1301.0,1028.0,6.893968871595331,97.0,0.7901614142966948,0.0012156329450718382
AOTCases_Unknotted_Homologs,7NP0,1461.0,0.7602396790120911,0.405317710233394,5.562490687535525,1110.710171036665,0.9138869491371135,-39.526351813826146,-24.0,3.0,-1077.0,67.78067982949598,-57748.0,3.0,1457.0,1.0,1784.0,1461.0,7.356605065023956,206.0,0.8189461883408071,0.0009186160273032049
K41,1YRL_A,407.0,0.652405243312518,0.3506176205510654,5.063932954622316,265.52893402819484,0.8580850603802957,-46.24815724815725,-25.0,-4.0,-1219.0,103.31464709787316,-18823.0,0.0,407.0,0.0,484.0,407.0,7.687960687960688,195.0,0.8409090909090909,0.003482025221155656
